TSN,FormID,FoliageID,ScientificName,CrownShapeFactor,FlammID,PDFoliage,PDWood,PDRotten,TreeBD,SV,treeBioEqID,shrubBioEqID,treeCrownDensity,HCFoliage,HCWood,canopy,shrub,nonwoody,woody,acceptedTSN,CommonName
39882,4,11,Cyperus spp.,,2,25.0,,,,2000.0,,,,8000.0,8000.0,0,0,1,0,0,flatsedge
39935,4,10,Cyperus laevigatus,,2,25.0,,,0.02,3000.0,,,,8000.0,8000.0,0,0,1,0,0,smooth flatsedge
39963,4,10,Cyperus schweinitzii,,2,25.0,,,,3000.0,,,,8000.0,8000.0,0,0,1,0,0,Schweinitz's flatsedge
40009,4,10,Dulichium arundinaceum,,2,25.0,,,0.02,3000.0,,,,8000.0,8000.0,0,0,1,0,0,threeway sedge
40010,4,10,Eleocharis spp.,,2,25.0,,,,3000.0,,,,8000.0,8000.0,0,0,1,0,0,spikerush
40012,4,10,Eleocharis compressa,,2,25.0,,,0.02,3000.0,,,,8000.0,8000.0,0,0,1,0,0,flatstem spikerush
40014,4,10,Eleocharis fallax,,2,25.0,,,0.02,3000.0,,,,8000.0,8000.0,0,0,1,0,0,creeping spikerush
40019,4,10,Eleocharis palustris,,2,25.0,,,0.02,3000.0,,,,8000.0,8000.0,0,0,1,0,0,common spikerush
40022,4,10,Eleocharis rostellata,,2,25.0,,,0.02,3000.0,,,,8000.0,8000.0,0,0,1,0,0,beaked spikerush
40025,4,10,Eleocharis acicularis,,2,25.0,,,0.02,3000.0,,,,8000.0,8000.0,0,0,1,0,0,needle spikerush
40036,4,10,Eleocharis cellulosa,,2,25.0,,,0.02,3000.0,,,,8000.0,8000.0,0,0,1,0,0,Gulf Coast spikerush
40048,4,10,Eleocharis interstincta,,2,25.0,,,0.02,3000.0,,,,8000.0,8000.0,0,0,1,0,0,knotted spikerush
40051,4,10,Eleocharis macrostachya,,2,25.0,,,0.02,3000.0,,,,8000.0,8000.0,0,0,1,0,0,pale spikerush
40057,4,10,Eleocharis montevidensis,,2,25.0,,,0.02,3000.0,,,,8000.0,8000.0,0,0,1,0,0,sand spikerush
40079,4,10,Eriophorum spp.,,2,25.0,,,,3000.0,,,,8000.0,8000.0,0,0,1,0,0,cottongrass
40080,4,10,Eriophorum angustifolium,,2,25.0,,,0.02,3000.0,,,,8000.0,8000.0,0,0,1,0,0,tall cottongrass
40093,4,10,Eriophorum chamissonis,,2,25.0,,,,3000.0,,,,8000.0,8000.0,0,0,1,0,0,Chamisso's cottongrass
40095,4,11,Eriophorum crinigerum,,2,25.0,,,,2000.0,,,,8000.0,8000.0,0,0,1,0,0,fringed cottongrass
40104,4,10,Eriophorum vaginatum,,2,25.0,,,0.02,3000.0,,,,8000.0,8000.0,0,0,1,0,0,tussock cottongrass
40105,4,10,Eriophorum virginicum,,2,25.0,,,0.02,3000.0,,,,8000.0,8000.0,0,0,1,0,0,tawny cottongrass
40107,4,10,Fimbristylis spp.,,2,25.0,,,0.1,3000.0,,,,8000.0,8000.0,0,0,1,0,0,fimbry
40109,4,10,Fimbristylis castanea,,2,25.0,,,0.1,3000.0,,,,8000.0,8000.0,0,0,1,0,9141,marsh fimbry
40122,4,10,Fimbristylis vahlii,,2,25.0,,,,3000.0,,,,8000.0,8000.0,0,0,1,0,0,Vahl's fimbry
40136,4,10,Fuirena scirpoidea,,2,25.0,,,0.02,3000.0,,,,8000.0,8000.0,0,0,1,0,0,southern umbrella-sedge
40140,4,10,Kobresia myosuroides,,2,25.0,,,0.02,3000.0,,,,8000.0,8000.0,0,0,1,0,0,Bellardi bog sedge
40141,4,10,Kobresia sibirica,,2,25.0,,,,3000.0,,,,8000.0,8000.0,0,0,1,0,0,Siberian bog sedge
40147,4,10,Rhynchospora gracilenta,,2,25.0,,,,3000.0,,,,8000.0,8000.0,0,0,1,0,0,slender beaksedge
40151,4,10,Rhynchospora alba,,2,25.0,,,,3000.0,,,,8000.0,8000.0,0,0,1,0,0,white beaksedge
40160,4,10,Rhynchospora chapmanii,,2,25.0,,,,3000.0,,,,8000.0,8000.0,0,0,1,0,0,Chapman's beaksedge
40167,4,10,Rhynchospora divergens,,2,25.0,,,,3000.0,,,,8000.0,8000.0,0,0,1,0,0,spreading beaksedge
40168,4,10,Rhynchospora elliottii,,2,25.0,,,,3000.0,,,,8000.0,8000.0,0,0,1,0,0,Elliott's beaksedge
40171,4,10,Rhynchospora filifolia,,2,25.0,,,,3000.0,,,,8000.0,8000.0,0,0,1,0,0,threadleaf beaksedge
40182,4,11,Rhynchospora inundata,,2,25.0,,,,2000.0,,,,8000.0,8000.0,0,0,1,0,0,narrowfruit horned beaksedge
40184,4,10,Rhynchospora macra,,2,25.0,,,,3000.0,,,,8000.0,8000.0,0,0,1,0,0,large beaksedge
40186,4,10,Rhynchospora microcarpa,,2,25.0,,,,3000.0,,,,8000.0,8000.0,0,0,1,0,0,southern beaksedge
40191,4,10,Rhynchospora oligantha,,2,25.0,,,,3000.0,,,,8000.0,8000.0,0,0,1,0,0,featherbristle beaksedge
40194,4,10,Rhynchospora plumosa,,2,25.0,,,,3000.0,,,,8000.0,8000.0,0,0,1,0,0,plumed beaksedge
40200,4,10,Rhynchospora stenophylla,,2,25.0,,,,3000.0,,,,8000.0,8000.0,0,0,1,0,0,coastal plain beaksedge
40202,4,10,Rhynchospora tracyi,,2,25.0,,,,3000.0,,,,8000.0,8000.0,0,0,1,0,0,Tracy's beaksedge
40225,4,11,Scirpus spp.,,2,25.0,,,0.02,2500.0,,,,8000.0,8000.0,0,0,1,0,0,bulrush
40228,4,11,Scirpus cyperinus,,2,25.0,,,0.02,2000.0,,,,8000.0,8000.0,0,0,1,0,0,woolgrass
40231,4,11,Scirpus fluviatilis,,2,25.0,,,0.02,2000.0,,,,8000.0,8000.0,0,0,1,0,5077,river bulrush
40235,4,11,Scirpus microcarpus,,2,25.0,,,,2000.0,,,,8000.0,8000.0,0,0,1,0,0,panicled bulrush
40270,4,11,Scirpus pallidus,,2,25.0,,,,2000.0,,,,8000.0,8000.0,0,0,1,0,0,cloaked bulrush
40283,4,10,Abildgaardia ovata,,2,25.0,,,,3000.0,,,,8000.0,8000.0,0,0,1,0,0,flatspike sedge
40302,4,10,Schoenus nigricans,,2,25.0,,,0.02,3000.0,,,,8000.0,8000.0,0,0,1,0,0,black bogrush
40303,4,11,Scleria spp.,,2,25.0,,,,2000.0,,,,8000.0,8000.0,0,0,1,0,0,nutrush
40343,4,11,Machaerina angustifolia,,2,25.0,,,0.02,2000.0,,,,8000.0,8000.0,0,0,1,0,0,Polynesian twigrush
40347,4,11,Morelotia gahniiformis,,2,25.0,,,0.02,2000.0,,,,8000.0,8000.0,0,0,1,0,0,Gaudichaud's sawsedge
40353,4,10,Agropyron spp.,,2,25.0,,,,3000.0,,,,8000.0,8000.0,0,0,1,0,0,wheatgrass
40371,4,10,Agropyron cristatum,,2,25.0,,,,3000.0,,,,8000.0,8000.0,0,0,1,0,0,crested wheatgrass
40372,4,10,Agropyron desertorum,,2,25.0,,,,3000.0,,,,8000.0,8000.0,0,0,1,0,0,desert wheatgrass
40374,4,11,Agropyron elongatum,,2,25.0,,,0.02,2000.0,,,,8000.0,8000.0,0,0,1,0,7850,tall wheatgrass
40389,4,10,Agrostis spp.,,2,25.0,,,,3000.0,,,,8000.0,8000.0,0,0,1,0,0,bentgrass
40394,4,10,Agrostis hyemalis,,2,25.0,,,,3000.0,,,,8000.0,8000.0,0,0,1,0,0,winter bentgrass
40396,4,10,Agrostis canina,,2,25.0,,,,3000.0,,,,8000.0,8000.0,0,0,1,0,0,velvet bentgrass
40400,4,10,Agrostis stolonifera,,2,25.0,,,,3000.0,,,,8000.0,8000.0,0,0,1,0,0,creeping bentgrass
40412,4,10,Agrostis exarata,,2,25.0,,,,3000.0,,,,8000.0,8000.0,0,0,1,0,0,spike bentgrass
40414,4,10,Agrostis gigantea,,2,25.0,,,,3000.0,,,,8000.0,8000.0,0,0,1,0,0,redtop
40415,4,10,Agrostis hallii,,2,25.0,,,,3000.0,,,,8000.0,8000.0,0,0,1,0,0,Hall's bentgrass
40418,4,10,Agrostis idahoensis,,2,25.0,,,,3000.0,,,,8000.0,8000.0,0,0,1,0,0,Idaho bentgrass
40422,4,10,Agrostis pallens,,2,25.0,,,,3000.0,,,,8000.0,8000.0,0,0,1,0,0,seashore bentgrass
40423,4,10,Agrostis perennans,,2,25.0,,,,3000.0,,,,8000.0,8000.0,0,0,1,0,0,Upland bentgrass
40424,4,10,Agrostis scabra,,2,25.0,,,0.02,3000.0,,,,8000.0,8000.0,0,0,1,0,0,rough bentgrass
40431,4,10,Alopecurus spp.,,2,25.0,,,0.02,3000.0,,,,8000.0,8000.0,0,0,1,0,0,foxtail
40436,4,11,Alopecurus aequalis,,2,25.0,,,,2000.0,,,,8000.0,8000.0,0,0,1,0,0,shortawn foxtail
40437,4,11,Alopecurus geniculatus,,2,25.0,,,,2000.0,,,,8000.0,8000.0,0,0,1,0,0,water foxtail
40438,4,11,Alopecurus pratensis,,2,25.0,,,,2000.0,,,,8000.0,8000.0,0,0,1,0,0,meadow foxtail
40440,4,11,Alopecurus carolinianus,,2,25.0,,,,2000.0,,,,8000.0,8000.0,0,0,1,0,0,Carolina foxtail
40448,4,11,Ammophila breviligulata,,2,25.0,,,0.02,2000.0,,,,8000.0,8000.0,0,0,1,0,0,American beachgrass
40449,4,11,Ammophila arenaria,,2,25.0,,,,2000.0,,,,8000.0,8000.0,0,0,1,0,0,European beachgrass
40450,4,11,Andropogon spp.,,2,25.0,,,0.02,2500.0,,,,8000.0,8000.0,0,0,1,0,0,bluestem
40454,4,11,Andropogon glomeratus,,2,25.0,,,0.02,2000.0,,,,8000.0,8000.0,0,0,1,0,0,bushy bluestem
40456,4,10,Andropogon virginicus,,2,25.0,,,0.02,3000.0,,,,8000.0,8000.0,0,0,1,0,0,broomsedge bluestem
40462,4,11,Andropogon gerardii,,2,25.0,,,0.02,2000.0,,,,8000.0,8000.0,0,0,1,0,0,big bluestem
40472,4,11,Arctagrostis latifolia,,2,25.0,,,0.02,2000.0,,,,8000.0,8000.0,0,0,1,0,0,wideleaf polargrass
40477,4,11,Arundinaria gigantea,0.5,2,25.0,25.0,18.72,,2000.0,,27.0,0.6,8000.0,8000.0,0,1,1,0,0,giant cane
40478,4,11,Bromus spp.,,2,25.0,,,0.02,2000.0,,,,8000.0,8000.0,0,0,1,0,0,brome
40479,4,10,Bromus japonicus,,2,25.0,,,,4400.0,,,,8000.0,8000.0,0,0,1,0,0,Japanese brome
40480,4,11,Bromus pumpellianus,,2,25.0,,,0.02,2000.0,,,,8000.0,8000.0,0,0,1,0,0,Pumpelly's brome
40481,4,11,Bromus carinatus,,2,25.0,,,0.02,2000.0,,,,8000.0,8000.0,0,0,1,0,0,California brome
40486,4,11,Bromus porteri,,2,25.0,,,0.02,2000.0,,,,8000.0,8000.0,0,0,1,0,0,Porter brome
40487,4,11,Bromus richardsonii,,2,25.0,,,,2000.0,,,,8000.0,8000.0,0,0,1,0,0,fringed brome
40491,4,11,Bromus anomalus,,2,25.0,,,,2000.0,,,,8000.0,8000.0,0,0,1,0,0,nodding brome
40492,4,11,Bromus arenarius,,2,25.0,,,,2000.0,,,,8000.0,8000.0,0,0,1,0,0,Australian brome
40495,4,11,Bromus briziformis,,2,25.0,,,0.02,2000.0,,,,8000.0,8000.0,0,0,1,0,0,rattlesnake brome
40496,4,11,Bromus ciliatus,,2,25.0,,,0.02,2000.0,,,,8000.0,8000.0,0,0,1,0,0,fringed brome
40497,4,11,Bromus commutatus,,2,25.0,,,,2000.0,,,,8000.0,8000.0,0,0,1,0,0,meadow brome
40498,4,11,Bromus diandrus,,2,25.0,,,,2000.0,,,,8000.0,8000.0,0,0,1,0,0,ripgut brome
40502,4,11,Bromus inermis,,2,25.0,,,,2000.0,,,,8000.0,8000.0,0,0,1,0,0,smooth brome
40503,4,11,Bromus kalmii,,2,25.0,,,0.02,2000.0,,,,8000.0,8000.0,0,0,1,0,0,arctic brome
40506,4,11,Bromus madritensis,,2,25.0,,,,2000.0,,,,8000.0,8000.0,0,0,1,0,0,compact brome
40510,4,11,Bromus orcuttianus,,2,25.0,,,,2000.0,,,,8000.0,8000.0,0,0,1,0,0,Orcutt's brome
40514,4,11,Bromus pubescens,,2,25.0,,,,2000.0,,,,8000.0,8000.0,0,0,1,0,0,hairy woodland brome
40516,4,11,Bromus racemosus,,2,25.0,,,,2000.0,,,,8000.0,8000.0,0,0,1,0,0,bald brome
40518,4,11,Bromus rubens,,2,25.0,,,,2000.0,,,,8000.0,8000.0,0,0,1,0,0,red brome
40519,4,11,Bromus secalinus,,2,25.0,,,,200.0,,,,8000.0,8000.0,0,0,1,0,0,rye brome
40520,4,11,Bromus sitchensis,,2,25.0,,,,2000.0,,,,8000.0,8000.0,0,0,1,0,0,Alaska brome
40522,4,11,Bromus sterilis,,2,25.0,,,0.02,2000.0,,,,8000.0,8000.0,0,0,1,0,0,poverty brome
40524,4,10,Bromus tectorum,,2,25.0,,,0.02,4400.0,,,,8000.0,8000.0,0,0,1,0,0,cheatgrass
40527,4,11,Bromus vulgaris,,2,25.0,,,0.02,2000.0,,,,8000.0,8000.0,0,0,1,0,0,Columbia brome
40529,4,10,Calamagrostis spp.,,2,25.0,,,0.02,2500.0,,,,8000.0,8000.0,0,0,1,0,0,reedgrass
40531,4,10,Calamagrostis deschampsioides,,2,25.0,,,,3000.0,,,,8000.0,8000.0,0,0,1,0,0,circumpolar reedgrass
40540,4,10,Calamagrostis rubescens,,2,25.0,,,0.02,3000.0,,,,8000.0,8000.0,0,0,1,0,0,pinegrass
40543,4,10,Calamagrostis breweri,,2,25.0,,,0.02,3000.0,,,,8000.0,8000.0,0,0,1,0,0,shorthair reedgrass
40544,4,11,Calamagrostis canadensis,,2,25.0,,,0.02,2000.0,,,,8000.0,8000.0,0,0,1,0,0,bluejoint reedgrass
40558,4,11,Calamagrostis nutkaensis,,2,25.0,,,0.02,2000.0,,,,8000.0,8000.0,0,0,1,0,0,Pacific reedgrass
40563,4,10,Calamagrostis purpurascens,,2,25.0,,,0.02,3000.0,,,,8000.0,8000.0,0,0,1,0,0,purple reedgrass
40574,4,10,Cenchrus ciliaris,,2,25.0,,,0.02,3000.0,,,,8000.0,8000.0,0,0,1,0,0,buffelgrass
40584,4,11,Cinna latifolia,,2,25.0,,,,2000.0,,,,8000.0,8000.0,0,0,1,0,0,drooping woodreed
40585,4,10,Deschampsia spp.,,2,25.0,,,0.02,2500.0,,,,8000.0,8000.0,0,0,1,0,0,hairgrass
40586,4,10,Deschampsia caespitosa,,2,25.0,,,,3000.0,,,,8000.0,8000.0,0,0,1,0,5020,tufted hairgrass
40594,4,10,Deschampsia elongata,,2,25.0,,,,3000.0,,,,8000.0,8000.0,0,0,1,0,0,slender hairgrass
40595,4,10,Deschampsia flexuosa,,2,25.0,,,0.02,3000.0,,,,8000.0,8000.0,0,0,1,0,5658,wavy hairgrass
40634,4,10,Digitaria horizontalis,,2,25.0,,,,3000.0,,,,8000.0,8000.0,0,0,1,0,0,Jamaican crabgrass
40662,4,10,Distichlis spicata,,2,25.0,,,0.02,3000.0,,,,8000.0,8000.0,0,0,1,0,0,saltgrass
40667,4,11,Echinochloa spp.,,2,25.0,,,0.02,2000.0,,,,8000.0,8000.0,0,0,1,0,0,cockspur grass
40677,4,11,Elymus spp.,,2,25.0,,,0.02,2500.0,,,,8000.0,8000.0,0,0,1,0,0,wildrye
40681,4,11,Elymus virginicus,,2,25.0,,,0.02,2000.0,,,,8000.0,8000.0,0,0,1,0,0,Virginia wildrye
40683,4,11,Elymus canadensis,,2,25.0,,,,2000.0,,,,8000.0,8000.0,0,0,1,0,0,Canada wildrye
40684,4,11,Elymus glaucus,,2,25.0,,,0.02,2000.0,,,,8000.0,8000.0,0,0,1,0,0,blue wildrye
40696,4,11,Elymus hirsutus,,2,25.0,,,0.02,2000.0,,,,8000.0,8000.0,0,0,1,0,0,northern ryegrass
40714,4,10,Elymus villosus,,2,25.0,,,,3000.0,,,,8000.0,8000.0,0,0,1,0,0,hairy wildrye
40719,4,10,Eragrostis cilianensis,,2,25.0,,,,3000.0,,,,8000.0,8000.0,0,0,1,0,0,stinkgrass
40721,4,10,Eragrostis hypnoides,,2,25.0,,,0.02,3000.0,,,,8000.0,8000.0,0,0,1,0,0,teal lovegrass
40728,4,10,Eragrostis atropioides,,2,25.0,,,0.02,3000.0,,,,8000.0,8000.0,0,0,1,0,0,hardstem lovegrass
40739,4,11,Eragrostis variabilis,,2,25.0,,,0.02,2000.0,,,,8000.0,8000.0,0,0,1,0,0,kawelu
40745,4,10,Eragrostis intermedia,,2,25.0,,,0.02,3000.0,,,,8000.0,8000.0,0,0,1,0,0,plains lovegrass
40768,4,11,Eragrostis trichodes,,2,25.0,,,,2500.0,,,,8000.0,8000.0,0,0,1,0,0,sand lovegrass
40784,4,11,Erianthus spp.,,2,25.0,,,,2000.0,,,,8000.0,8000.0,0,0,1,0,4205,sugarcane
40792,4,10,Festuca spp.,,2,25.0,,,0.02,2500.0,,,,8000.0,8000.0,0,0,1,0,0,fescue
40794,4,10,Festuca brachyphylla,,2,25.0,,,0.02,3000.0,,,,8000.0,8000.0,0,0,1,0,0,alpine fescue
40796,4,10,Festuca rubra,,2,25.0,,,0.02,5400.0,,,,8000.0,8000.0,0,0,1,0,0,red fescue
40804,4,10,Festuca ovina,,2,25.0,,,0.02,5400.0,,,,8000.0,8000.0,0,0,1,0,0,sheep fescue
40807,4,10,Festuca viridula,,2,25.0,,,0.02,5400.0,,,,8000.0,8000.0,0,0,1,0,0,greenleaf fescue
40808,4,10,Festuca altaica,,2,25.0,,,0.02,5400.0,,,,8000.0,8000.0,0,0,1,0,0,Altai fescue
40809,4,10,Festuca arizonica,,2,25.0,,,0.02,5400.0,,,,8000.0,8000.0,0,0,1,0,0,Arizona fescue
40811,4,10,Festuca californica,,2,25.0,,,0.02,5400.0,,,,8000.0,8000.0,0,0,1,0,0,California fescue
40816,4,10,Festuca idahoensis,,2,25.0,,,0.02,5400.0,,,,8000.0,8000.0,0,0,1,0,0,Idaho fescue
40820,4,10,Festuca occidentalis,,2,25.0,,,0.02,3000.0,,,,8000.0,8000.0,0,0,1,0,0,western fescue
40825,4,11,Festuca sororia,,2,25.0,,,,2000.0,,,,8000.0,8000.0,0,0,1,0,0,ravine fescue
40826,4,11,Festuca subulata,,2,25.0,,,,2000.0,,,,8000.0,8000.0,0,0,1,0,0,bearded fescue
40828,4,10,Festuca thurberi,,2,25.0,,,0.02,5400.0,,,,8000.0,8000.0,0,0,1,0,0,Thurber's fescue
40831,4,11,Glyceria spp.,,2,25.0,,,,2000.0,,,,8000.0,8000.0,0,0,1,0,0,mannagrass
40833,4,11,Glyceria striata,,2,25.0,,,,2000.0,,,,8000.0,8000.0,0,0,1,0,0,fowl mannagrass
40836,4,11,Glyceria leptostachya,,2,25.0,,,,2000.0,,,,8000.0,8000.0,0,0,1,0,0,davy mannagrass
40841,4,11,Glyceria borealis,,2,25.0,,,0.02,2000.0,,,,8000.0,8000.0,0,0,1,0,0,small floating mannagrass
40843,4,11,Glyceria elata,,2,25.0,,,,2000.0,,,,8000.0,8000.0,0,0,1,0,0,tall mannagrass
40846,4,10,Glyceria maxima,,2,25.0,,,,3000.0,,,,8000.0,8000.0,0,0,1,0,0,fowl mannagrass
40853,4,10,Hierochloe alpina,,2,25.0,,,0.02,3000.0,,,,8000.0,8000.0,0,0,1,0,5089,alpine sweetgrass
40854,4,10,Hierochloe odorata,,2,25.0,,,0.02,3000.0,,,,8000.0,8000.0,0,0,1,0,5089,sweetgrass
40865,4,11,Hordeum spp.,,2,25.0,,,,2000.0,,,,8000.0,8000.0,0,0,1,0,0,barley
40866,4,11,Hordeum pusillum,,2,25.0,,,,2000.0,,,,8000.0,8000.0,0,0,1,0,0,little barley
40871,4,11,Hordeum jubatum,,2,25.0,,,0.02,2000.0,,,,8000.0,8000.0,0,0,1,0,0,foxtail barley
40875,4,11,Hordeum brachyantherum,,2,25.0,,,,2000.0,,,,8000.0,8000.0,0,0,1,0,0,meadow barley
40885,4,10,Leersia spp.,,2,25.0,,,,3000.0,,,,8000.0,8000.0,0,0,1,0,0,cutgrass
40886,4,10,Leersia oryzoides,,2,25.0,,,,3000.0,,,,8000.0,8000.0,0,0,1,0,0,rice cutgrass
40888,4,10,Leersia lenticularis,,2,25.0,,,0.02,3000.0,,,,8000.0,8000.0,0,0,1,0,0,catchfly grass
40892,4,10,Lolium multiflorum,,2,25.0,,,,3000.0,,,,8000.0,8000.0,0,0,1,0,0,annual ryegrass
40893,4,10,Lolium perenne,,2,25.0,,,0.02,3000.0,,,,8000.0,8000.0,0,0,1,0,0,perennial ryegrass
40901,4,11,Panicum spp.,,2,25.0,,,0.02,2000.0,,,,8000.0,8000.0,0,0,1,0,0,panicgrass
40903,4,11,Panicum amarum,,2,25.0,,,0.02,2000.0,,,,8000.0,8000.0,0,0,1,0,0,bitter panicgrass
40904,4,11,Panicum anceps,,2,25.0,,,,2000.0,,,,8000.0,8000.0,0,0,1,0,8038,beaked panicgrass
40908,4,11,Panicum dichotomiflorum,,2,25.0,,,,2000.0,,,,8000.0,8000.0,0,0,1,0,0,fall panicgrass
40909,4,11,Panicum hemitomon,,2,25.0,,,0.02,2000.0,,,,8000.0,8000.0,0,0,1,0,0,maidencane
40913,4,11,Panicum virgatum,,2,25.0,,,0.02,2000.0,,,,8000.0,8000.0,0,0,1,0,0,switchgrass
40914,4,11,Panicum capillare,,2,25.0,,,0.02,2000.0,,,,8000.0,8000.0,0,0,1,0,0,witchgrass
40918,4,10,Panicum flexile,,2,25.0,,,0.02,3000.0,,,,8000.0,8000.0,0,0,1,0,0,wiry panicgrass
40926,4,10,Panicum abscissum,,2,25.0,,,0.02,3000.0,,,,8000.0,8000.0,0,0,1,0,8038,cutthroat grass
40931,4,11,Panicum bulbosum,,2,25.0,,,0.02,2000.0,,,,8000.0,8000.0,0,0,1,0,7852,bulb panicgrass
40947,4,10,Panicum obtusum,,2,25.0,,,0.02,3000.0,,,,8000.0,8000.0,0,0,1,0,7835,vine mesquite
40961,4,11,Panicum verrucosum,,2,25.0,,,0.02,2000.0,,,,8000.0,8000.0,0,0,1,0,0,warty panicgrass
40990,4,10,Paspalum spp.,,2,25.0,,,,2500.0,,,,8000.0,8000.0,0,0,1,0,0,crowngrass
41000,4,10,Paspalum notatum,,2,25.0,,,,3000.0,,,,8000.0,8000.0,0,0,1,0,0,bahiagrass
41005,4,11,Paspalum distichum,,2,25.0,,,0.02,2000.0,,,,8000.0,8000.0,0,0,1,0,0,knotgrass
41030,4,10,Paspalum monostachyum,,2,25.0,,,0.02,3000.0,,,,8000.0,8000.0,0,0,1,0,0,gulfdune paspalum
41035,4,11,Paspalum plicatulum,,2,25.0,,,0.02,2000.0,,,,8000.0,8000.0,0,0,1,0,0,brownseed paspalum
41062,4,10,Phleum pratense,,2,25.0,,,,3000.0,,,,8000.0,8000.0,0,0,1,0,0,timothy
41063,4,11,Phleum alpinum,,2,25.0,,,0.02,2000.0,,,,8000.0,8000.0,0,0,1,0,0,alpine timothy
41072,4,11,Phragmites australis,,2,25.0,,,0.02,2000.0,,,,8000.0,8000.0,0,0,1,0,0,common reed
41074,4,10,Poa spp.,,2,25.0,,,0.02,2500.0,,,,8000.0,8000.0,0,0,1,0,0,bluegrass
41076,4,11,Poa alpina,,2,25.0,,,,2000.0,,,,8000.0,8000.0,0,0,1,0,0,alpine bluegrass
41077,4,11,Poa arctica,,2,25.0,,,0.02,2000.0,,,,8000.0,8000.0,0,0,1,0,0,arctic bluegrass
41082,4,10,Poa compressa,,2,25.0,,,0.02,3000.0,,,,8000.0,8000.0,0,0,1,0,0,Canada bluegrass
41083,4,10,Poa eminens,,2,25.0,,,0.02,3000.0,,,,8000.0,8000.0,0,0,1,0,7822,largeflower speargrass
41084,4,10,Poa glauca,,2,25.0,,,0.02,3000.0,,,,8000.0,8000.0,0,0,1,0,0,glaucous bluegrass
41088,4,10,Poa pratensis,,2,25.0,,,0.02,3000.0,,,,8000.0,8000.0,0,0,1,0,0,Kentucky bluegrass
41096,4,10,Poa lettermanii,,2,25.0,,,0.02,3000.0,,,,8000.0,8000.0,0,0,1,0,0,Letterman's bluegrass
41097,4,10,Poa nervosa,,2,25.0,,,0.02,3000.0,,,,8000.0,8000.0,0,0,1,0,0,Wheeler bluegrass
41100,4,11,Poa tracyi,,2,25.0,,,,2000.0,,,,8000.0,8000.0,0,0,1,0,0,Tracy's bluegrass
41103,4,10,Poa secunda,,2,25.0,,,0.02,3000.0,,,,8000.0,8000.0,0,0,1,0,0,Sandberg bluegrass
41107,4,10,Poa annua,,2,25.0,,,,3000.0,,,,8000.0,8000.0,0,0,1,0,0,annual bluegrass
41109,4,10,Poa arida,,2,25.0,,,,3000.0,,,,8000.0,8000.0,0,0,1,0,0,plains bluegrass
41113,4,10,Poa bolanderi,,2,25.0,,,0.02,3000.0,,,,8000.0,8000.0,0,0,1,0,0,Bolander's bluegrass
41116,4,10,Poa bulbosa,,2,25.0,,,0.02,3000.0,,,,8000.0,8000.0,0,0,1,0,0,bulbous bluegrass
41119,4,10,Poa confinis,,2,25.0,,,,3000.0,,,,8000.0,8000.0,0,0,1,0,0,coastline bluegrass
41121,4,10,Poa cusickii,,2,25.0,,,,3000.0,,,,8000.0,8000.0,0,0,1,0,0,Cusick's bluegrass
41122,4,10,Poa cuspidata,,2,25.0,,,,3000.0,,,,8000.0,8000.0,0,0,1,0,0,early bluegrass
41123,4,10,Poa douglasii,,2,25.0,,,,3000.0,,,,8000.0,8000.0,0,0,1,0,0,Douglas' bluegrass
41141,4,11,Poa leptocoma,,2,25.0,,,,2000.0,,,,8000.0,8000.0,0,0,1,0,0,marsh bluegrass
41146,4,10,Poa nemoralis,,2,25.0,,,,3000.0,,,,8000.0,8000.0,0,0,1,0,0,wood bluegrass
41150,4,10,Poa paludigena,,2,25.0,,,,3000.0,,,,8000.0,8000.0,0,0,1,0,0,bog bluegrass
41151,4,10,Poa palustris,,2,25.0,,,0.02,3000.0,,,,8000.0,8000.0,0,0,1,0,0,fowl bluegrass
41159,4,11,Poa stenantha,,2,25.0,,,,2000.0,,,,8000.0,8000.0,0,0,1,0,0,northern bluegrass
41163,4,10,Poa trivialis,,2,25.0,,,0.02,3000.0,,,,8000.0,8000.0,0,0,1,0,0,rough bluegrass
41171,4,11,Polypogon monspeliensis,,2,25.0,,,,2500.0,,,,8000.0,8000.0,0,0,1,0,0,annual rabbitsfoot grass
41200,4,10,Puccinellia nuttalliana,,2,25.0,,,0.02,3000.0,,,,8000.0,8000.0,0,0,1,0,0,Nuttall's alkaligrass
41229,4,11,Setaria spp.,,2,25.0,,,0.02,2500.0,,,,8000.0,8000.0,0,0,1,0,0,bristlegrass
41266,4,10,Spartina spp.,,2,25.0,,,,3000.0,,,,8000.0,8000.0,0,0,1,0,0,cordgrass
41267,4,11,Spartina alterniflora,,2,25.0,,,0.1,2000.0,,,,8000.0,8000.0,0,0,1,0,0,smooth cordgrass
41268,4,11,Spartina cynosuroides,,2,25.0,,,0.1,2000.0,,,,8000.0,8000.0,0,0,1,0,0,big cordgrass
41270,4,10,Spartina gracilis,,2,25.0,,,0.1,3000.0,,,,8000.0,8000.0,0,0,1,0,0,alkali cordgrass
41271,4,10,Spartina patens,,2,25.0,,,0.1,3000.0,,,,8000.0,8000.0,0,0,1,0,0,saltmeadow cordgrass
41272,4,11,Spartina pectinata,,2,25.0,,,0.1,2000.0,,,,8000.0,8000.0,0,0,1,0,0,prairie cordgrass
41273,4,11,Spartina bakeri,,2,25.0,,,0.1,2000.0,,,,8000.0,8000.0,0,0,1,0,0,sand cordgrass
